keyword,company_name,vertical,reporting_status,storage_status,future_offer_potential,detections,stations,website,phone,first_seen,last_seen,sample_offer,source_fields,notes
positive coaching alliance,Positive Coaching Alliance,unknown_general_review,store_only,keep_active,low,2,wbap-am-820; woai-am-1200,pca dev zone dot org; pcadevzone.org,,1781618612.1182027,1781710609.6492615,,company_name + websites,"Legitimate company, non-financial. Optional review. Non-financial (other). 2 detections. Archived for future offers."
indiana health insurance pros,Indiana Health Insurance Pros,insurance,report_now,keep_active,medium,2,wibc-fm-931,ouragency.org; rragency.org,3175630868; 3175638688,1781651720.0603929,1781706694.0097544,,company_name + websites,Financial vertical: insurance. 2 detections across radio.
simply safe,Simply Safe,unknown_general_review,store_only,keep_active,low,2,kabc-am-790,simplysafe.com; simplysafe.com/armstrong,,1781702954.1419694,1781705966.6749213,50% off custom home security system,company_name + websites + offers,"Legitimate company, non-financial. Optional review. Non-financial (other). 2 detections. Archived for future offers."
milestone,Milestone,unknown_general_review,store_only,keep_active,low,2,wbap-am-820,callmilestone.com,,1781617298.1338944,1781697510.1057503,$189 room temperature service for limited time,company_name + websites + offers,"Legitimate company, non-financial. Optional review. Non-financial (other). 2 detections. Archived for future offers."
united structural systems,United Structural Systems,unknown_general_review,store_only,keep_active,low,2,wwtn-fm-997,usstn.com,6154887855,1781620416.240249,1781692576.5452542,foundation repair with lifetime warranties and flexible financing options,company_name + websites + offers,"Legitimate company, non-financial. Optional review. Non-financial (other). 2 detections. Archived for future offers."
certapro painters,CertaPro painters,unknown_general_review,store_only,keep_active,low,2,wsb-am-750,certapro.com,,1781570231.7620108,1781687282.8984683,free estimate for painting services,company_name + websites + offers,"Legitimate company, non-financial. Optional review. Non-financial (other). 2 detections. Archived for future offers."
finleyroofing.com,FinleyRoofing.com,home_service,store_only,keep_active,low,2,wsb-am-750,finleyroofing.com,,1781139854.507899,1781663550.142724,upfront pricing and 0% financing for roofing windows and doors,company_name + websites + offers,Non-financial (home_service). 2 detections. Archived for future offers.
hagee ministries,Hagee Ministries,unknown_general_review,store_only,keep_active,low,2,wbap-am-820; wwtn-fm-997,jhm.org/levin,8556949647,1781222078.5612867,1781661386.6752267,,company_name + websites,"Legitimate company, non-financial. Optional review. Non-financial (other). 2 detections. Archived for future offers."
veteran car donation program,Veteran Car Donation Program,nonprofit,store_only,keep_active,low,2,whbo-1040,,8007621537,1781207198.4241962,1781658928.261346,vehicle donation for tax deduction and veteran support,company_name + offers,Non-financial (nonprofit). 2 detections. Archived for future offers.
byrna,BYRNA,unknown_general_review,store_only,keep_active,low,2,klif-am-570,byrna.com,,1781560593.7557206,1781653969.5809708,$100 off sale,company_name + websites + offers,"Legitimate company, non-financial. Optional review. Non-financial (other). 2 detections. Archived for future offers."
revive,Revive,unknown_general_review,store_only,keep_active,low,2,woai-am-1200,revivemenshealth.com,2106157777,1781567175.7629862,1781652080.2580569,free comprehensive wellness panel,company_name + websites + offers,"Legitimate company, non-financial. Optional review. Non-financial (other). 2 detections. Archived for future offers."
premier deck coding,Premier Deck Coding,other,store_only,keep_active,low,2,wibc-fm-931,,,1781564133.7035482,1781638403.0027728,deck coding services,company_name + offers,Low-confidence detection. May be parsing noise. Non-financial (other). 2 detections. Archived for future offers.
myeyedoctor,MyEyeDoctor,medical_non_financing,store_only,keep_active,low,2,wibc-fm-931,myeye.com,,1781563200.5644207,1781638233.5926483,complete glasses starting at $95,company_name + websites + offers,Non-financial (medical_non_financing). 2 detections. Archived for future offers.
"advanced hair, redefine hair restoration","Advanced Hair, Redefine Hair Restoration",unknown_general_review,store_only,keep_active,low,2,wsb-am-750,advancedhair.com,4706604247,1781623455.2816567,1781623629.5804744,free consultation and $500 off for hair restoration,company_name + websites + offers,"Legitimate company, non-financial. Optional review. Non-financial (other). 2 detections. Archived for future offers."
relieffactor,Relieffactor,unknown_general_review,store_only,keep_active,low,2,ktrh-am-740; woai-am-1200,relieffactor.com,8004735433,1781618697.3787162,1781619908.7603,$17.76 three-week trial pack,company_name + websites + offers,"Legitimate company, non-financial. Optional review. Non-financial (other). 2 detections. Archived for future offers."
abacus plumbing,Abacus Plumbing,home_service,store_only,keep_active,low,2,ktrh-am-740,abacusplumbing.net,,1781555116.3765452,1781617486.459444,"$5,000 Hull Home air quality package with new HVAC system installation",company_name + websites + offers,Non-financial (home_service). 2 detections. Archived for future offers.
dr. roofs,Dr. Roofs,tax_relief,report_now,keep_active,medium,2,wsb-am-750,drroof.com,,1781608051.739813,1781615928.8972073,summer specials on roof repairs and new roofs,company_name + websites + offers,Financial vertical: tax_relief. 2 detections across radio.
howard bailey financial,Howard Bailey Financial,unknown_financial_review,manual_review,keep_active,low,2,wibc-fm-931,,8884945004,1781560517.0278456,1781612868.7051313,get your retire with purpose toolkit,company_name + offers,Non-financial (unknown_financial_review). 2 detections. Archived for future offers.
george's try glp drops,George's Try GLP Drops,unknown_general_review,store_only,keep_active,low,2,ktrh-am-740; wibc-fm-931,healthylooking.com,8004786465,1781588241.6961255,1781588274.271954,fast free shipping weight loss drops,company_name + websites + offers,"Legitimate company, non-financial. Optional review. Non-financial (other). 2 detections. Archived for future offers."
jtv,JTV,tax_relief,report_now,keep_active,medium,2,wbap-am-820,jtv.com,,1781197164.8856165,1781229160.443734,$25 off first purchase,company_name + websites + offers,Financial vertical: tax_relief. 2 detections across radio.
beaver toyota and beaver mazda,Beaver Toyota and Beaver Mazda,automotive_non_financing,store_only,keep_active,low,1,wsb-am-750,,,1781989553.419749,1781989553.419749,"pre-owned vehicle selection, quality assurance",company_name + offers,Non-financial (automotive_non_financing). 1 detections. Archived for future offers.
marksbane real estate,Marksbane Real Estate,unknown_general_review,store_only,keep_active,low,1,klif-am-570,marksbane.com,,1781989121.5001113,1781989121.5001113,guaranteed home sale offer,company_name + websites + offers,"Legitimate company, non-financial. Optional review. Non-financial (other). 1 detections. Archived for future offers."
izervay,Izervay,medical_non_financing,store_only,keep_active,low,1,klif-am-570,,,1781988955.499198,1781988955.499198,preserves vision for longer,company_name + offers,Non-financial (medical_non_financing). 1 detections. Archived for future offers.
aquablation dallas,Aquablation Dallas,unknown_general_review,store_only,keep_active,low,1,wbap-am-820,,2145921127,1781988916.137425,1781988916.137425,treatment for enlarged prostate,company_name + offers,"Legitimate company, non-financial. Optional review. Non-financial (other). 1 detections. Archived for future offers."
io and ican,IO and ICAN,unknown_general_review,store_only,keep_active,low,1,whbo-1040,myfloridalaw.com,,1781987687.6347616,1781987687.6347616,free consultation,company_name + websites + offers,"Legitimate company, non-financial. Optional review. Non-financial (other). 1 detections. Archived for future offers."
fortify fit pro,Fortify Fit Pro,other,store_only,keep_active,low,1,whbo-1040,,,1781987521.6339202,1781987521.6339202,free website analysis,company_name + offers,Low-confidence detection. May be parsing noise. Non-financial (other). 1 detections. Archived for future offers.
upside-app,Upside-App,saas_b2b,store_only,keep_active,low,1,wibc-fm-931,,,1781986605.147001,1781986605.147001,cash back on gas purchases with promo code FREEDOM,company_name + offers,Non-financial (saas_b2b). 1 detections. Archived for future offers.
endurance,Endurance,debt_relief,report_now,keep_active,medium,1,wsb-am-750,endurancewarranty.com,8002913092,1781986561.2452722,1781986561.2452722,"auto protection on the drive train, AC, and more for $10,000+ credit card debt relief",company_name + websites + offers,Financial vertical: debt_relief. 1 detections across radio.
connecticut s a,Connecticut S A,unknown_general_review,store_only,keep_active,low,1,woai-am-1200,connecticutsa.com,2106567873,1781985804.5756245,1781985804.5756245,,company_name + websites,"Legitimate company, non-financial. Optional review. Non-financial (other). 1 detections. Archived for future offers."
cf moto,CF moto,unknown_general_review,store_only,keep_active,low,1,woai-am-1200,cf moto usa.com,,1781985545.8438892,1781985545.8438892,financing for motorcycles as low as 2.99% APR,company_name + websites + offers,"Legitimate company, non-financial. Optional review. Non-financial (other). 1 detections. Archived for future offers."
"texas remodel team, dewest","Texas Remodel Team, Dewest",unknown_general_review,store_only,keep_active,low,1,ktrh-am-740,du-west.com,28139940627134737156,1781985522.3737588,1781985522.3737588,,company_name + websites,"Legitimate company, non-financial. Optional review. Non-financial (other). 1 detections. Archived for future offers."
defines beef,Defines Beef,unknown_general_review,store_only,keep_active,low,1,wibc-fm-931,beefdotcom,,1781985019.227934,1781985019.227934,free shipping and free many share,company_name + websites + offers,"Legitimate company, non-financial. Optional review. Non-financial (other). 1 detections. Archived for future offers."
zuby,Zuby,unknown_general_review,store_only,keep_active,low,1,woai-am-1200,zuby.com,,1781984679.9183788,1781984679.9183788,zero percent interest for two years on home improvements,company_name + websites + offers,"Legitimate company, non-financial. Optional review. Non-financial (other). 1 detections. Archived for future offers."
dewes foundation,Dewes Foundation,nonprofit,store_only,keep_active,low,1,ktrh-am-740,du-west.com,7134737156,1781984657.0061853,1781984657.0061853,,company_name + websites,Non-financial (nonprofit). 1 detections. Archived for future offers.
